price,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Chipset,Clock Speed,Memory Slots,Expandable Memory,RAM Frequency,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,HDD Capacity,RPM,Sound Chip,Lock Port,Model Name,Supported Operating System,Multi Card Slot,Included Software,Battery Cell,Security Chip,TGP,International Warranty,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Antivirus,Dock Port,Firewire Port,Read/Write Speed,Wireless WAN,Stylus Included,Other Accessories,Optane Memory,Inbuilt 4G LTE,Recovery Options,EMMC Storage Capacity
"48,900","Laptop, Power Adapter, User Manuals",15s-FR2006TU,34W78PA#ACJ,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,1115G4,,4.1 GHz with Turbo Frequency,,,,6,Intel Integrated UHD,2,64 bit,Windows 10 Home,64,Yes,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate, 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI (v1.4b),PCIe NVMe M.2,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-Edge Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Speakers,Integrated Dual Array Digital Microphone,Alexa Support,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,,35.8 x 24.2 x 1.99,1.75 Kg,Not Available,HP True Vision 720p HD Camera,,"Full-size, natural silver keyboard with Numeric Keypad",,Touchpad with multi-touch Gesture Support,"41WHr Li-ion Battery, MU-MIMO Supported, Miracast Compatible, Energy Star Certified, EPEAT Silver Registered, HP Support Assistant",1 Year Domestic Brand Warranty on Device,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,1 Multi-Format SD Card Reader,"Microsoft Office Home & Student 2019, HP Documentation, HP BIOS Recovery",3-cell,,,,,,,,,,,,,,,,,,,,
"1,09,190","Laptop, Power Adaptor, User Guide, Warranty Documents",Inspiron 7391,C561503WIN9,Inspiron,Black,2 in 1 Laptop,Processing & Multitasking,Upto 6 hours,,Yes,,,Intel,Core i7,10th Gen,Yes,512 GB,8 GB,DDR4,10510U,,1.8 to 4.9 GHz,,Upto 32 GB,2133 MHz,8 MB,Intel Integrated UHD,4,64 bit,Windows 10 Home,64 bit,Yes,,"1 x USB 3.1 (1st Gen), 1 x Thunderbolt Port",1 x HDMI Port (v1.4b),,Yes,33.78 cm (13.3 inch),1920*1080 pixel,Full HD LED Backlit Truelife Touch Display,Built-in Dual Speakers,Built-in Microphone,Waves Maxx Audio Pro,,IEEE 802.11ac (1x1),v4.1,,307 x 216 x 16 mm,1.45 kg,Not Available,HD Webcam,No,English Backlit Keyboard - Grey,Yes,Touchpad,Li-ion Battery,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Port,,,"3-in-1 Card Reader (SD, SDHC, SDXC)",Microsoft Office Home and Student 2019,3 cell,,,,,,,,,,McAfee,,,,,,,,,,
"1,09,990","Laptop, Power Adaptor, User Guide",15-en1036AX,3W218PA#ACJ,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 12.5 Hours,,No,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,,4.4 GHz Max Turbo Frequency,,16,,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,64,Yes,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-edge Anti-glare Display (Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC, 144 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,144 Hz,Intel Wi-Fi 6 AX 200 (2x2),v5.0,Integrated 10/100/1000 GbE LAN,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,HP Wide Vision 720p HD Webcam,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,HP Imagepad with Multi-touch Gesture Support,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,1 x Multi-format SD Media Card Reader,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",6 Cell,,,,,,,,,,,,,,,,,,,,
"81,000","Laptop-, Manual, Adaptor",G713IH-HX020T,90NR07N2-M00610,,Gray,Gaming Laptop,Gaming,3 Hours,,No,GDDR5,4 GB,AMD,Ryzen 7 Quad Core,10th Gen,Yes,512 GB,8 GB,DDR4,,,,,,,,NVIDIA GeForce GTX GTX 1650 4GB Graphics,,,Windows 10 Home,,,,,,,No,43.94 cm (17.3 inch),1920*1080 pixel,,,,,,,YES,,,,Not Available,,,,,,,1 Year Warranty,On site,Manufacturer Defect,"Damage, Burn",,,,,,ROG Strix G17,,,,,,,,,,,,,,,,,,,,,,,,
"48,990","Laptop, Adaptor & Manual",K513EA-L303WS K513E,K513EA-L303WS,Vivobook Ultra K15,Transparent Silver,Thin and Light Laptop,"Travel & Business, Entertainment, Everyday Use, Processing & Multitasking, Performance",Upto 6 Hrs.,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,i3-1115G4,,3.0 Ghz With Turbo Upto 4.10,,,3200 MHz,6 MB,Intel Integrated Intel UHD,2,64 bit,Windows 11 Home,64 Bit,Yes,,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI,NVMe™ PCIe® 3.0 SSD,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors,",Audio by ICEpower® Built-in speaker Built-in microphone harman/kardon with Cortana support,Yes,Audio by ICEpower® Built-in speaker Built-in microphone harman/kardon with Cortana support,,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,5.0,,35.90 x 23.50 x 1.79 ~ 1.79 cm,1.8 kg,Not Available,720p HD,Yes,Backlit Chiclet Keyboard,Yes,MultiGesture Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Types Of Damage,1 Year,,,,,VivoBook K15,,Micro SD card reader,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",,,,1 Year,,,,,,No,1 Year McAfee,,,,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,,,,,,
"36,290","Laptop, Power Adaptor, User Guide",M415DA-EK322TS,M415DA-EK322TS,Vivobook 14,Transparent Silver,Thin and Light Laptop,"Travel & Business, Everyday Use, Performance, Processing & Multitasking",Upto 6 Hrs.,,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,AMD Ryzen 3 3250U,,"2.6 GHz Base Speed, Up to 3.5 GHz Turbo Boost Speed",,Upto 20 GB,,4 MB,AMD Radeon integrated,2,64 bit,Windows 10 Home,64 Bit,Yes,,"1 x Type-C USB 3.2 (Gen 1), 1 x Type-A USB 3.2 (Gen 1), 2 x Type-A USB2.0",1 x HDMI 1.4,Pcie Nvme,No,35.81 cm (14.1 inch),1920 x 1080 pixel,"14-inch (35.56 cms) LED-Backlit, FHD (1920 x 1080) 16:9, 220nits, NanoEdge bezel, Anti-Glare Plane with 45% NTSC, 82% Screen-To-Body Ratio",Inbuilt,Yes,Sonic Master,60 Hz,Wi-Fi 5 (802.11ac) 2*2,4.2,,,1.5 kg,Not Available,VGA,Yes,Full-size chiclet keyboard | 1.4mm key travel distance,,Multigesture Touchpad,,1 Year onsite warranty,onsite,Manufacturing Defects,Any type of Damage,1 Year,,,,,Vivobook 14,Windows 11,,"Windows 10, Ms Office Home & Student 2019, 1 Year Mcafee",,,,1 Year,,,,,,No,1 Year McAfee,,,,Wi-Fi 5 (802.11ac) 2*2,,,,,,
"54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA,NH.Q97SI.001/ NH.Q97SI.004,Aspire 7,Black,Gaming Laptop,Gaming,Up to 9 hours,3-pin 135 W AC Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,,2.4 GHz with Turbo Boost Upto 5 GHz,,32,,,NVIDIA GeForce GTX 1650,,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port, 2 x USB 3.2 Gen 1 Ports, 1 x USB 2.0 Port",1 x HDMI Port,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Acer ComfyView LED Backlit TFT LCD Anti-glare Display (45% NTSC Color Gamut, Wide Viewing Angle up to 170 Degrees, Ultra-Slim Design, 16:9 Aspect Ratio, IPS Level Panel, Mercury Free, Environment Friendly)",Built-in Dual Stereo Speakers,Built-in Dual Microphones,,,802.11a/b/g/n/acR2+ax wireless LAN,v5.0,Gigabit,363.4 x 254.5 x 20.9,2.15 Kg,Not Available,720p HD Webcam (1280 x 720 Resolution),No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support and Power Button),Yes,"Multi-gesture Touchpad, Supporting Two-finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands",48 Wh 3-cell Li-ion�battery�pack,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,,"Quick Access, Acer Care Center, Acer Product Registration, Acer Collection",3,,,1 Year,,,,,,,,,,,,,,,,,
"79,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",UX363EA-HP502WS,90NB0RZ1-M000P0 | 90NB0RZ1-M008C0,Zenbook,Pine Grey,Thin and Light Laptop,Processing & Multitasking,,65W AC Adapter,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,1135G7,,4.2,,NA,,8,Intel Integrated Iris Xe Graphics,4,64 bit,Windows 11 Home,64,Yes,,"1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4",1x HDMI 1.4,NVMe PCIe,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,"FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut)",,Built-in array microphone,SonicMaster,,Wi-Fi 6(802.11ax),v5.0,,305.0 x 211.0 x 11.9,1.30 kg,Not Available,HD camera with IR function,,Backlit Chiclet Keyboard,Yes,,"67WHrs, 4S1P, 4-cell Li-ion",1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,UX363EA-HP502WS,Windows 11 Home,1x HDMI 1.4,,4,,,,,,,,,,,,,,,,,,,,
"69,290","Laptop, Power Adaptor, User Guide, Warranty Documents",ExpertBook P2 P2451FB,90NX02P1-M01170,ExpertBook P2,Star Black,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,No,GDDR5,2 GB,Intel,Core i5,10th Gen,No,,8 GB,DDR4,10210U,,1.6 GHz with Turbo Boost Upto 4.2 GHz,,,,6 MB,NVIDIA GeForce MX110,4,,DOS,,Yes,Yes,"3 x USB Type A, 1 x USB Type C",1 x HDMI Port (v1.4b),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Array Microphone,,,IEEE 802.11ac,v5.0,Yes,325.3 x 232.9 x 19.9 mm,1.60 kg,Not Available,HD Webcam,Yes,Backlit Chiclet Keyboard with SensePoint,Yes,Touchpad,Li-ion Battery,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,1 Year,1 TB,7200,,,P2451FB-EK0058,,Micro SD Card Reader,,,,,,,,Yes,,,,,,,,,,,,,,
"1,15,990","Laptop, Power Adaptor, User Guide, Warranty Documents",XPS 9310,D560032WIN9S,XPS,Silver,Thin and Light Laptop,Processing & Multitasking,Upto 19 hours,,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,LPDDR4X,1135G7,,Max Turbo Frequency Upto 4.20 GHz,2 Slots,Upto 32 GB,3733 MHz,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,64 bit,Yes,,2 x Thunderbolt 4 Port,,M.2 SATA,No,33.78 cm (13.3 inch),1920 x 1200 Pixel,Full HD+ LED Backlit InfinityEdge Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,,Killer Wi-Fi 6 AX1650,v5.0,,198 x 296 x 15 mm,1.2 kg,Not Available,HD Webcam,Yes,Backlit Keyboard,Yes,Touchpad,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,Micro SD Card Reader,,4 cell,,,,,,,,,,McAfee Multi Device Security 15 Months Subscription,,,,,,,,,,
"58,990","Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,9S7-16R412-1616 / 9S7-16R512-611,GF63 Thin,Black,Gaming Laptop,Gaming,,120W Adapter,No,GDDR6,4 GB,Intel,Hexa Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,10500H,,2.5 GHz with Turbo Boost upto 4.5 GHz,,,,12,NVIDIA GeForce GTX 1650 Max Q,6,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"3-Cell, 51 Whr Battery",2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1 TB,,Realtek ALC 269,,GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,,,,,,,,,,,,,,,,,,,
"1,10,400","Laptop, Power Adaptor, User Guide, Sleeve",GA401QC-HZ047TS,90NR05T2-M00870,Zephyrus G14,White,Gaming Laptop,Gaming,Upto 10 Hrs,150W AC Adapter,Yes,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,5th Gen,Yes,1 TB,8 GB,DDR4,AMD Ryzen™ 7 5800HS,,3.2 GHz with Turbo boost up to 4.4 GHz,1,24GB,3200 MHz,16 MB,NVIDIA GeForce RTX 3050,8,64 bit,Windows 10 Home,64,Yes,No,"1x USB 3.2 Gen 2 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort",1 x HDMI 2.0b,PCIe NVMe,No,35.56 cm (14 inch),1920 x 1080 Pixels,14-inch FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Pantone Validated:,Built-in Speaker,Built-in Array Microphone,"Smart Amp Technology, 2x 0.7W tweeter 2x 2.5W speaker with Smart Amp Technology",144 Hz,Wi-Fi 6(802.11ax) Dual band (2*2),v5.2,Not Available,32.4 x 22.2 x 1.79 CM,1.60 Kg,Not Available,NA-No Inbuilt Camera,No,Backlit Chiclet Keyboard,Yes,Touchpad,14-inch FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Pantone Validated:,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,Dolby Atmos,Kensington Lock,Zephyrus G14 GA401QC-HZ047TS,Windows 10 Home,,"Windows 10 Home, Ms-Office Home & Student 2019, Mcafee AntiVIrus - 1 Year","76WHrs, 4S1P, 4-cell Li-ion",,,1 Year,No,No,No,No,No,No,Mcafee AntiVIrus - 1 Year,No,No,,,No,Sleeve,,No,Yes,
"45,980","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 3 15ITL6,82H8023BIN,,Arctic Grey,Laptop,Processing & Multitasking,6 HRS,,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,,,,,,,,Intel Integrated,,,Windows 11 Home,,,,,,,No,39.62 cm (15.6 inch),1920x1080 pixel,,,,,,,YES,,,,Not Available,,,,,,,1 YEAR,Onsite,Manufacturing Defects,Physical Damage,,,,,,IdeaPad 3,,,,,,,,,,,,,,,,,,,,,,,,
"38,999","Laptop, Power Adapter, User Guide, Warranty Documents",15IIL05,81WE01M8IN,IdeaPad 3,Platinum Grey,Laptop,Processing & Multitasking,Upto 9.3 Hours,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1005G1,,1.2 GHz upto max turbo frequency at 3.4 Ghz,,,,4 MB,Intel Integrated UHD,,64 bit,Windows 10 Home,,Yes,,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI 1.4b,,No,39.62 cm (15.6 inch),1366 x 768 Pixel,HD TN 220nits Anti-glare,Built-in Dual Speakers,Built-in dual array digital microphones,2 x 1.5W Stereo Speakers with Dolby Audio,,"11ax, 2x2",v5.0,,362.2 x 253.4 x 19.9 mm,1.85 kg,Not Available,720p with Privacy Shutter,No,"Non-backlit, English",No,,,2 Years Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,2 Year,,,,,15IIL05,"Windows 10 Home 64, English",,Microsoft Office Home & Student 2019,,,,,,,,,,,,,,,,,,,,,
"61,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15IMH05,81Y401APIN/81Y4017UIN,IdeaPad Gaming 3,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 8 hours,135 W Slim Tip Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,10300H,Intel HM470,2.50 GHz with Turbo Boost Upto 4.50 GHz,2 Slots,Upto 16 GB,2933 MHz,8 MB,NVIDIA GeForce GTX 1650,4,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Dual Speakers,Dual Array Microphone,"1.5 W x 2 Stereo Speakers, Dolby Audio",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,359 x 249.6 x 24.9 mm,2.2 kg,Not Available,720p Webcam (with Privacy Shutter),No,Blue LED Backlit English Keyboard,Yes,Touchpad,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73,990","Laptop, Power Adaptor, User Guide, Warranty Documents",NS14A2IN241P,NS14A2IN241P,Liber,Fragrant Lilac,Thin and Light Laptop,Processing & Multitasking,Upto 10 hours,,No,,,Intel,Core i7,8th Gen,Yes,256 GB,8 GB,DDR4,8550U,,1.8 GHz with Turbo Boost Upto 4 GHz,,,2400 MHz,8 MB,Intel Integrated UHD 620,4,64 bit,Windows 10 Home,64 bit,Yes,,"2 x USB 3.0, 1 x USB 3.0 Type C",1 x HDMI Port,SATA,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Dual Array Microphone,2 x 1 W Stereo Speaker,,IEEE 802.11b/g/n,v4.2,,333 x 222 x 16 mm,1.46 kg,Not Available,HD 720P Webcam,Yes,Island-style Keyboard,Yes,Touchpad,Li-ion Battery,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),Carry In,Manufacturing Defects,Physical Damage,18 Months,,,,,,,Micro SD Card Reader,,2 cell,,,,,,,,No,No,,,,,,,,,,,
"48,490","Laptop, Power Adaptor, User Guide, Warranty Documents",250 G7,1S5F9PA,250,Grey,Business Laptop,Everyday Use,4 to 5 hours,,No,,,Intel,Core i5,10th Gen,No,,8 GB,DDR4,,,,,,,,Intel Integrated,,,Windows 10,,,,,,,No,39.62 cm (15.6 inch),1366 x 768$$pixel pixel,,,,,,,5.0,,,,CD/DVD reader,,,,,,,1 year onsite warranty,onsite,"hardware, software issue","breakage, fire",,1 TB,,,,250 G7,all,,"Microsoft office trail, antivirus trail",,,,,,,,No,,No,,,,,,,,,,yes,
"46,890","Laptop, battery, adapter, cables and user manuals",Inspiron 3511,D560586WIN9SE,,Platinum Silver,Thin and Light Laptop,Everyday Use,Upto 7 hours,,Yes,,,Intel,Core i3,10th Gen,Yes,256 GB,8 GB,DDR4,1005G1,,1.2 GHz upto max turbo frequency at 3.4 Ghz,2,16GB,2666 MHz,4M,Intel Integrated UHD,,64 bit,Windows 10,,Yes,No,"USB 3.2 Gen 1 (x2),USB2.0 (x1),",1x HDMI 1.4 port,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD Anti Glare,Built-in Dual Speakers,Built-in microphone,Waves Maxx Audio Pro,,802.11ac,v5.0,,236 x 386 x 19 mm,1.85 kg,Not Available,HD,No,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,1 TB,,,Kensington Lock Port,Inspiron 3511,Windows 10,"SD Media Card Reader (SD, SDHC, SDXC)",,3 cell,,,,,,,,,,,,,,,,,,,,
"67,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ARH05,82B500MMIN||82B500BHIN,Legion 5,Phantom Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7.1 hours,170 W Slim Tip Adapter,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,4600H,AMD SoC,3.0 GHz with Turbo Boost Upto 4.0 GHz,2 Slots,Upto 32 GB,3200 MHz,11 MB,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 (1st Gen), 1 x USB 3.2 1st Gen (Always On), 1 x USB-C 3.2 Gen 1 (Support Data Transfer and DisplayPort 1.2)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 45% NTSC Color Gamut, 250 nits Brightness, DC dimmer, 4 Sided Narrow Bezel (Active Area 84%))",Built-in Dual Speakers,Dual Array Microphone,"2W x 2 Stereo Speakers, Dolby Atmos for Gaming, HARMAN-branded Speakers",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,363.06 x 259.61 x 24 mm,2.3 kg,Not Available,720p Webcam (with Privacy Shutter),No,"White Backlit, English Keyboard",Yes,Touchpad,"Integrated 60Wh Battery, Lenovo Q-Control 3.0, Hybrid Mode, Rapid Charge Pro (0-50% in 30 Mins), Anti-oil and High Abrasion Polymer Blend, 100% Anti-ghosting Keyboard, Legion Coldfront 2.0",1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,1 TB,5400,Realtek ALC3287,Kensington Security Slot,,,,,,,,,,,,,,,,,,,,,,,,,
